-DOCSTART-
45	Fyodor Lukyanov	http://en.wikipedia.org/wiki/Fyodor_Lukyanov	54666785	nil
-DOCSTART-
46	Erika Monterroza	nil	nil	nil
47	California	http://en.wikipedia.org/wiki/Occupational_safety_and_health	35319154	m.035sx5
-DOCSTART-
48	Boston Red Sox	http://en.wikipedia.org/wiki/Boston_Red_Sox	4339	m.01d5z
49	Bobby Valentine	http://en.wikipedia.org/wiki/Bobby_Valentine	1105870	m.046gbn
-DOCSTART-
50	CBS News	http://en.wikipedia.org/wiki/CBS_News	359551	m.01_8w2
51	Holloway	http://en.wikipedia.org/wiki/Corrie_Holloway	18527816	m.04f1q7p
-DOCSTART-
52	Route 29 Batman	http://en.wikipedia.org/wiki/Route_29_Batman	47561395	nil
53	Lenny B. Robinson	http://en.wikipedia.org/wiki/Lenny_B._Robinson	47561395	nil
-DOCSTART-
54	U.S.-Japan Council	http://en.wikipedia.org/wiki/U.S.-Japan_Council	42576236	nil
55	IRENE HIRANO INOUYE	http://en.wikipedia.org/wiki/IRENE_HIRANO_INOUYE	15500324	m.03mc9hh
-DOCSTART-
56	Columbus	http://en.wikipedia.org/wiki/Columbus,_Ohio	5950	m.01smm
57	Knupp	nil	nil	nil
-DOCSTART-
58	Carolyn Beem	nil	nil	nil
59	L.L. Bean	http://en.wikipedia.org/wiki/L.L.Bean	861708	m.03j8n0
-DOCSTART-
60	GOP	http://en.wikipedia.org/wiki/Republican_Party_(United_States)	32070	m.07wbk
61	Rep. John Adams	http://en.wikipedia.org/wiki/John_Adams	10410626	m.03_js
-DOCSTART-
62	MLB Network	http://en.wikipedia.org/wiki/MLB_Network	14830794	m.03gzdl_
63	Harold Reynolds	http://en.wikipedia.org/wiki/Harold_Reynolds	872377	m.03kfpv
-DOCSTART-
64	Former Major League	http://en.wikipedia.org/wiki/Major_League_Baseball	38776	m.09p14
65	Rico Brogna	http://en.wikipedia.org/wiki/Rico_Brogna	6275327	m.0f_44_
-DOCSTART-
66	Amnesty International	http://en.wikipedia.org/wiki/Amnesty_International	18947898	m.012l0
67	Sharon Singh	nil	nil	nil
-DOCSTART-
68	Ivan Sorbel	nil	nil	nil
69	Pine Ridge Chamber	http://en.wikipedia.org/wiki/Pine_Ridge_Chamber_of_Commerce	1031482	m.03_x36
-DOCSTART-
70	Keith Bodine	http://en.wikipedia.org/wiki/Keith_Bodine	606531	m.02vwt_
71	Sweetgrass Farm Winery	http://en.wikipedia.org/wiki/Sweetgrass_Farm_Winery_%26_Distillery	17678574	nil
-DOCSTART-
72	Obamacare	http://en.wikipedia.org/wiki/Patient_Protection_and_Affordable_Care_Act	25226624	m.09g7pqs
73	Affordable Care Act	http://en.wikipedia.org/wiki/Patient_Protection_and_Affordable_Care_Act	25226624	m.09g7pqs
-DOCSTART-
74	Irma Gorham	http://en.wikipedia.org/wiki/Irma_Gorham	44470305	nil
75	Paterson Housing Authority	http://en.wikipedia.org/wiki/Paterson_Housing_Authority	3059677	m.08nsz6
-DOCSTART-
76	Miriam	http://en.wikipedia.org/wiki/Miriam_Adelson	34504555	nil
77	Adelson	http://en.wikipedia.org/wiki/Sheldon_Adelson	1599923	m.05fm_h
-DOCSTART-
78	Industrial Foundation	http://en.wikipedia.org/wiki/Woodward_Industrial_Foundation	130674	m.0zby2
79	LaVern Phillips	http://en.wikipedia.org/wiki/LaVern_Phillips	12371040	nil
-DOCSTART-
80	Donnan	http://en.wikipedia.org/wiki/Donnan	6732652	m.0gl2py
81	Ed Tolley	http://en.wikipedia.org/wiki/Ed_Tolley	1097921	m.045tjw
-DOCSTART-
82	Oak Glen	http://en.wikipedia.org/wiki/Oak_Glen_football_team	3028110	m.08lkwy
83	Chris Enochs	http://en.wikipedia.org/wiki/Chris_Enochs	54434933	nil
-DOCSTART-
84	Josh Beckett	http://en.wikipedia.org/wiki/Josh_Beckett	351303	m.01z9th
85	Baltimore Orioles	http://en.wikipedia.org/wiki/Baltimore_Orioles	4340	m.01d6g
-DOCSTART-
86	National School Choice Week	http://en.wikipedia.org/wiki/National_School_Choice_Week	41842649	m.0_l2d0y
87	Kyle Olson	http://en.wikipedia.org/wiki/Kyle_Olson	58764471	nil
-DOCSTART-
88	International Joint	http://en.wikipedia.org/wiki/International_Joint_Command	48608874	nil
89	Col. Hagen Messer	http://en.wikipedia.org/wiki/Hagen_Messer	8624449	m.027bh07
-DOCSTART-
90	Yang	http://en.wikipedia.org/wiki/Yang_Mei-ling	6201174	m.0fwg_4
91	Control Yuan	http://en.wikipedia.org/wiki/Control_Yuan	378811	m.021b9y
-DOCSTART-
92	Francois Legault	nil	nil	nil
93	Coalition Avenir Quebec	http://en.wikipedia.org/wiki/Coalition_Avenir_Québec	31110908	m.0gh6kkd
-DOCSTART-
94	Bruce Bochy	http://en.wikipedia.org/wiki/Bruce_Bochy	2194854	m.06v0wk
95	Giants	http://en.wikipedia.org/wiki/New_York_Giants	21757	m.05gg4
-DOCSTART-
96	Jeff Myers	http://en.wikipedia.org/wiki/Jeff_Myers	46952448	nil
97	Gander Mountain	http://en.wikipedia.org/wiki/Gander_Mountain	48780064	nil
-DOCSTART-
98	U.S.	http://en.wikipedia.org/wiki/United_States	3434750	m.09c7w0
99	Churkin	http://en.wikipedia.org/wiki/Vitaly_Churkin	5491719	m.0dp5k1
-DOCSTART-
100	Jon Hurst	http://en.wikipedia.org/wiki/Jon_Hurst	136644	m.0109cg
101	Retailers Association of Massachusetts	http://en.wikipedia.org/wiki/Retailers_Association_of_Massachusetts	1376762	m.04xvp5
-DOCSTART-
102	Mitt Romney	http://en.wikipedia.org/wiki/Mitt_Romney	426208	m.0271_s
103	GOP	http://en.wikipedia.org/wiki/Republican_Party_(United_States)	32070	m.07wbk
-DOCSTART-
104	Animal Industry	http://en.wikipedia.org/wiki/Department_of_Animal_Industry	18680380	m.04glqhv
105	Chen	nil	nil	nil
-DOCSTART-
106	Honican	nil	nil	nil
107	Children 's Hospital	nil	nil	nil
-DOCSTART-
108	Dan Bell	http://en.wikipedia.org/wiki/Dan_Bell	1296564	m.04qt29
109	Fox	http://en.wikipedia.org/wiki/Fox	11299	m.0306r
-DOCSTART-
110	Bud Bunce	http://en.wikipedia.org/wiki/Bud_Bunce	651532	m.02_pbr
111	Portland Archdiocese	http://en.wikipedia.org/wiki/Roman_Catholic_Archdiocese_of_Portland_in_Oregon	1884953	m.063n1n
-DOCSTART-
112	LDS Church	http://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints	5935	m.0g5llry
113	Elder Walker	http://en.wikipedia.org/wiki/Elder_Walker	325142	m.01w1d3
-DOCSTART-
114	Hu Zhanfan	nil	nil	nil
115	CCTV	http://en.wikipedia.org/wiki/China_Central_Television	77894	m.0kcyk
-DOCSTART-
116	La Luz	nil	nil	nil
117	Alvaro Enciso	nil	nil	nil
-DOCSTART-
118	Foote	nil	nil	nil
119	Portland	http://en.wikipedia.org/wiki/Portland,_Maine	44591	m.0c4kv
-DOCSTART-
120	Lo	http://en.wikipedia.org/wiki/Lo_Fu-chen	10640635	m.02qk_3m
121	President Ma Ying-jeou	http://en.wikipedia.org/wiki/Ma_Ying-jeou	155608	m.014d02
-DOCSTART-
122	I.I.H.S.	http://en.wikipedia.org/wiki/Insurance_Institute_for_Highway_Safety	1587285	m.05dmlb
123	Adrian Lund	nil	nil	nil
-DOCSTART-
124	Bernard Tomic	http://en.wikipedia.org/wiki/Bernard_Tomic	5057078	m.0d0svz
125	Federer	http://en.wikipedia.org/wiki/Roger_Federer	262376	m.01my95
-DOCSTART-
126	Boston	http://en.wikipedia.org/wiki/Boston_Red_Sox	4339	m.01d5z
127	Johnny Pesky	http://en.wikipedia.org/wiki/Johnny_Pesky	827711	m.03fcqp
-DOCSTART-
128	Helen Gurley Brown	http://en.wikipedia.org/wiki/Helen_Gurley_Brown	334263	m.01x8b5
129	Cosmo	http://en.wikipedia.org/wiki/Cosmopolitan_(magazine)	143871	m.01268b
-DOCSTART-
130	Boston	http://en.wikipedia.org/wiki/Boston_Red_Sox	4339	m.01d5z
131	Larry Lucchino	http://en.wikipedia.org/wiki/Larry_Lucchino	1096879	m.045qln
-DOCSTART-
132	Henry Kennedy	http://en.wikipedia.org/wiki/Henry_H._Kennedy,_Jr.	14716937	m.03gv6l5
133	Kieve-Wavus	nil	nil	nil
-DOCSTART-
134	Bureau of Land Management	http://en.wikipedia.org/wiki/Bureau_of_Land_Management	54139	m.0f4r5
135	Michael Campbell	http://en.wikipedia.org/wiki/Michael_Campbell	2141373	m.06ptrh
-DOCSTART-
136	Seth Borenstein	http://en.wikipedia.org/wiki/Seth_Borenstein	2804863	m.083sw6
137	Associated Press	http://en.wikipedia.org/wiki/Associated_Press	18935732	m.0cv_2
-DOCSTART-
138	Cleveland	http://en.wikipedia.org/wiki/Cleveland_Indians	6652	m.01yhm
139	Eric Wedge	http://en.wikipedia.org/wiki/Eric_Wedge	1942356	m.067thh
-DOCSTART-
140	Shinzo Nakanishi	http://en.wikipedia.org/wiki/Shinzo_Nakanishi	1059776	m.042ggk
141	Maruti	http://en.wikipedia.org/wiki/Maruti_Suzuki	1059776	m.042ggk
-DOCSTART-
142	Kim	http://en.wikipedia.org/wiki/Kim_Seung-youn	40238513	m.0wr67ks
143	Hanwha Group	http://en.wikipedia.org/wiki/Hanwha_Group	32047031	m.09d5dw
-DOCSTART-
144	David Eby	http://en.wikipedia.org/wiki/David_Eby	37603043	m.04_hy__
145	B.C. Civil Rights Association	http://en.wikipedia.org/wiki/B.C._Civil_Rights_Association	2497925	m.07j17n
-DOCSTART-
146	Sheik Hassan Nasrallah	http://en.wikipedia.org/wiki/Hassan_Nasrallah	313436	m.01thv7
147	Hezbollah	http://en.wikipedia.org/wiki/Hezbollah	13919	m.03m7d
-DOCSTART-
148	Deputy PM	http://en.wikipedia.org/wiki/Deputy_PM	360865	m.01_fjr
149	Madonna	http://en.wikipedia.org/wiki/Madonna_(entertainer)	142056	m.01vs_v8
-DOCSTART-
150	Leslie Drake	http://en.wikipedia.org/wiki/Leslie_Drake	3330576	m.0965zx
151	U.S. Commercial Service	http://en.wikipedia.org/wiki/U.S._Commercial_Service	4962194	m.0cx9zy
-DOCSTART-
152	Andrew Strauss	http://en.wikipedia.org/wiki/Andrew_Strauss	670087	m.031g75
153	England	http://en.wikipedia.org/wiki/England_cricket_team	759125	m.038zh6
-DOCSTART-
154	National Association of Student Financial Aid Administrators	http://en.wikipedia.org/wiki/National_Association_of_Student_Financial_Aid_Administrators	52497849	nil
155	Justin Draeger	http://en.wikipedia.org/wiki/Justin_Draeger	2693531	m.07ychz
-DOCSTART-
156	Melanie Sloan	http://en.wikipedia.org/wiki/Melanie_Sloan	3960541	m.0b8sns
157	Citizens for Responsibility and Ethics in Washington	http://en.wikipedia.org/wiki/Citizens_for_Responsibility_and_Ethics_in_Washington	1714915	m.05ql9c
-DOCSTART-
158	Dan Marino	http://en.wikipedia.org/wiki/Dan_Marino	11983460	m.01g140
159	Dolphins	http://en.wikipedia.org/wiki/Miami_Dolphins	19190	m.04vn5
-DOCSTART-
160	Steve McCausland	http://en.wikipedia.org/wiki/Steve_McCausland	255898	m.01ly1t
161	Maine State Police	http://en.wikipedia.org/wiki/Maine_State_Police	7945424	m.026k_qk
-DOCSTART-
162	Kristina King	http://en.wikipedia.org/wiki/Kristina_King	49613	m.0d5tp
163	Rockland	http://en.wikipedia.org/wiki/Rockland,_Maine	116041	m.0tqj0
-DOCSTART-
164	Education Department	http://en.wikipedia.org/wiki/Department_for_Education	27420396	m.0by1428
165	Liza Cordeiro	nil	nil	nil
-DOCSTART-
166	Carroll College	http://en.wikipedia.org/wiki/Carroll_College_(Montana)	773817	m.03bd0q
167	Mike Van Diest	http://en.wikipedia.org/wiki/Mike_Van_Diest	29185608	m.02qt_v_
-DOCSTART-
168	Jeff Bezos	http://en.wikipedia.org/wiki/Jeff_Bezos	142528	m.011z69
169	Amazon	http://en.wikipedia.org/wiki/Amazon.com	90451	m.0mgkg
-DOCSTART-
170	Los Angeles Dodgers	http://en.wikipedia.org/wiki/Los_Angeles_Dodgers	18213	m.04mjl
171	Peter O'Malley	http://en.wikipedia.org/wiki/Peter_O'Malley	3825935	m.0b1yz1
-DOCSTART-
172	Maine Renewable Energy	http://en.wikipedia.org/wiki/Maine_Renewable_Energy	25784	m.06fhs
173	Jeremy Payne	nil	nil	nil
-DOCSTART-
174	San Dimas Pharmacy	http://en.wikipedia.org/wiki/San_Dimas_Pharmacy	29934577	m.0fqncgp
175	Kalpana Patel	http://en.wikipedia.org/wiki/Kalpana_Patel	27403502	m.0c01k3r
-DOCSTART-
176	Bobby Egbert	http://en.wikipedia.org/wiki/Bobby_Egbert	6028828	m.01lh9hl
177	Port Authority	http://en.wikipedia.org/wiki/Port_authority	3553981	m.025ssc5
-DOCSTART-
178	Seattle Mariners	http://en.wikipedia.org/wiki/Seattle_Mariners	27660	m.06wpc
179	Felix Hernandez	nil	nil	nil
-DOCSTART-
180	Mary Keefe	http://en.wikipedia.org/wiki/Mary_Keefe	39161488	m.0t529yn
181	Pleasant Street neighborhood network center	http://en.wikipedia.org/wiki/Pleasant_Street_neighborhood_network_center	139225	m.021kxnb
-DOCSTART-
182	Sarah Rogers	http://en.wikipedia.org/wiki/Sarah_Rogers	7729	m.025dp
183	ACLU	http://en.wikipedia.org/wiki/American_Civil_Liberties_Union	1950	m.0vkm
-DOCSTART-
184	Bill McDonough	http://en.wikipedia.org/wiki/Bill_McDonough	5833190	m.01w_mhb
185	Milton	http://en.wikipedia.org/wiki/Milton,_Massachusetts	318619	m.01v6b2
-DOCSTART-
186	Morgan Durrant	http://en.wikipedia.org/wiki/Morgan_Durrant	34481181	m.0j27hn9
187	Delta	http://en.wikipedia.org/wiki/Delta_Air_Lines	77549	m.0k9ts
-DOCSTART-
188	West Virginia	http://en.wikipedia.org/wiki/West_Virginia	32905	m.081mh
189	Appalachian Power	http://en.wikipedia.org/wiki/Appalachian_Power	1648542	m.05khjc
-DOCSTART-
190	Chandler	http://en.wikipedia.org/wiki/Chandler,_Arizona	106644	m.0qpjt
191	Sgt. Tom Lovejoy	http://en.wikipedia.org/wiki/Tom_Lovejoy	6229412	m.0fxx78
-DOCSTART-
192	Alan Spinniken	nil	nil	nil
193	Eagle View Farms	http://en.wikipedia.org/wiki/Eagle_View_Farms	36282828	m.0k2kx21
-DOCSTART-
194	Defense Ministry	http://en.wikipedia.org/wiki/Ministry_of_Defence_(Czech_Republic)	22287355	m.05sz0_r
195	Jana Zechmeisterová	nil	nil	nil
-DOCSTART-
196	Van Garderen	http://en.wikipedia.org/wiki/Tejay_van_Garderen	27120878	m.0brybfg
197	BMC	http://en.wikipedia.org/wiki/BMC_Racing_Team	14993992	m.03h42qs
-DOCSTART-
198	MKA	http://en.wikipedia.org/wiki/Montclair_Kimberley_Academy	5482619	m.0dnts5
199	Debbie Kozak	http://en.wikipedia.org/wiki/Debbie_Kozak	41665582	m.0_8nqhx
-DOCSTART-
200	Fame	http://en.wikipedia.org/wiki/Hall_of_fame	1485413	m.0555fv
201	Michael Irvin	http://en.wikipedia.org/wiki/Michael_Irvin	449874	m.029wk8
-DOCSTART-
202	Barbara Yeninas	http://en.wikipedia.org/wiki/Barbara_Yeninas	16076593	m.03qnf7d
203	Springboard Healthcare Staffing	http://en.wikipedia.org/wiki/Springboard_Healthcare_Staffing_and_Search	125270	m.0xnjb
-DOCSTART-
204	Yehudith Oppenheimer	nil	nil	nil
205	Ir Amim	http://en.wikipedia.org/wiki/Ir_Amim	1262101	m.04n4jx
-DOCSTART-
206	Hernandez	nil	nil	nil
207	Seattle Mariners	http://en.wikipedia.org/wiki/Seattle_Mariners	27660	m.06wpc
-DOCSTART-
208	English Premier League	http://en.wikipedia.org/wiki/Premier_League	11250	m.02_tc
209	Manchester City	http://en.wikipedia.org/wiki/Manchester_City_F.C.	165813	m.01634x
-DOCSTART-
210	Sameer N. Yacoub	http://en.wikipedia.org/wiki/Sameer_N._Yacoub	20557247	m.01h7l_
211	Associated Press	http://en.wikipedia.org/wiki/Associated_Press	18935732	m.0cv_2
-DOCSTART-
212	Orange County	nil	nil	nil
213	Luis Luciano	http://en.wikipedia.org/wiki/Luis_Luciano	148456	m.0130rz
-DOCSTART-
214	Tigers	http://en.wikipedia.org/wiki/Tigers	30075	m.07dm6
215	Development Authority	http://en.wikipedia.org/wiki/Development_Authority	36188490	m.09bs2b
-DOCSTART-
216	Young Brothers	http://en.wikipedia.org/wiki/Young_Brothers	9729299	m.0cbm64
217	Glenn Hong	nil	nil	nil
-DOCSTART-
218	Spreck Rosekrans	nil	nil	nil
219	Environmental Defense	http://en.wikipedia.org/wiki/Environmental_Defense_Fund	1564855	m.05btjs
-DOCSTART-
220	Action News	http://en.wikipedia.org/wiki/Action_News	1905250	m.0654m5
221	Ryan Simms	http://en.wikipedia.org/wiki/Ryan_Simms	30785752	m.0gfgbfn
-DOCSTART-
222	Chief Cathy Lanier	http://en.wikipedia.org/wiki/Cathy_L._Lanier	8035409	m.026p9f7
223	D.C.	http://en.wikipedia.org/wiki/Washington,_D.C.	108956	m.0rh6k
-DOCSTART-
224	Butler Art Museum	http://en.wikipedia.org/wiki/Butler_Art_Museum	2697166	m.07ylcf
225	Louis Zona	nil	nil	nil
-DOCSTART-
226	Josh Beckett	http://en.wikipedia.org/wiki/Josh_Beckett	351303	m.01z9th
227	Baltimore	http://en.wikipedia.org/wiki/Baltimore_Orioles	4340	m.01d6g
-DOCSTART-
228	Charles Aznavour	http://en.wikipedia.org/wiki/Charles_Aznavour	91345	m.0mp4c
229	Georgia	http://en.wikipedia.org/wiki/Georgia_(country)	48768	m.0d0kn
-DOCSTART-
230	Lynitrah Woodson	nil	nil	nil
231	Jahlil	nil	nil	nil
-DOCSTART-
232	Catherine Lucey	nil	nil	nil
233	Daily News	http://en.wikipedia.org/wiki/Philadelphia_Daily_News	2069308	m.06j_jh
-DOCSTART-
234	John Holahan	http://en.wikipedia.org/wiki/John_Holahan	82745	m.0l6jb
235	Health Policy Center	http://en.wikipedia.org/wiki/Health_Policy_Center	8695082	m.027f8fj
-DOCSTART-
236	Vance Gulliksen	http://en.wikipedia.org/wiki/Vance_Gulliksen	54957	m.0f9wx
237	Carnival	http://en.wikipedia.org/wiki/Carnival_Corporation_%26_PLC	428998	m.027f6g
-DOCSTART-
238	Jacqueline Maguire	http://en.wikipedia.org/wiki/Jacqueline_Maguire	12891024	nil
239	FBI	http://en.wikipedia.org/wiki/Federal_Bureau_of_Investigation	11127	m.02_1m
-DOCSTART-
240	Jonelle Kearney	nil	nil	nil
241	Mid-America Asset Management	http://en.wikipedia.org/wiki/Mid-America_Asset_Management	2378633	m.077qlb
-DOCSTART-
242	Felix Hernandez	nil	nil	nil
243	Seattle Mariners	http://en.wikipedia.org/wiki/Seattle_Mariners	27660	m.06wpc
-DOCSTART-
244	John Smoltz	http://en.wikipedia.org/wiki/John_Smoltz	391489	m.022rx7
245	MLB	http://en.wikipedia.org/wiki/Major_League_Baseball	38776	m.09p14
-DOCSTART-
246	Tom Thibodeau	http://en.wikipedia.org/wiki/Tom_Thibodeau	17130725	m.043jv80
247	Bulls	http://en.wikipedia.org/wiki/Chicago_Bulls	72866	m.0jm74
-DOCSTART-
248	Maine	http://en.wikipedia.org/wiki/Maine	19977	m.050ks
249	Dish	http://en.wikipedia.org/wiki/Dish_Network	77784	m.0kc4f
-DOCSTART-
250	Harbin Pacific Electric	http://en.wikipedia.org/wiki/Harbin_Pacific_Electric	143373	m.0123gq
251	Nasdaq	http://en.wikipedia.org/wiki/NASDAQ	21559	m.05dq_
-DOCSTART-
252	Detroit Federation of Teachers	http://en.wikipedia.org/wiki/Detroit_Federation_of_Teachers	591604	m.02t5xc
253	Keith Johnson	http://en.wikipedia.org/wiki/Keith_Johnson	3752631	m.09z3n2
-DOCSTART-
254	Indianapolis	http://en.wikipedia.org/wiki/Indianapolis	57707	m.0ftxw
255	McKain	http://en.wikipedia.org/wiki/McKain	36017810	nil
-DOCSTART-
256	Danny Kanner	http://en.wikipedia.org/wiki/Danny_Kanner	32162913	m.0cnbrgy
257	Ryan	http://en.wikipedia.org/wiki/Paul_Ryan	409052	m.024v2j
-DOCSTART-
258	Joint Chiefs	http://en.wikipedia.org/wiki/Joint_Chiefs_of_Staff	195322	m.01brfl
259	Army Gen. Martin Dempsey	http://en.wikipedia.org/wiki/Martin_Dempsey	381353	m.021mtp
-DOCSTART-
260	Catherine Crump	http://en.wikipedia.org/wiki/Catherine_Crump	46857376	nil
261	ACLU	http://en.wikipedia.org/wiki/American_Civil_Liberties_Union	1950	m.0vkm
-DOCSTART-
262	DMV	http://en.wikipedia.org/wiki/Department_of_Motor_Vehicles	549212	m.02n_2g
263	Jan Mendoza	http://en.wikipedia.org/wiki/Jan_Mendoza	23750551	m.0fr5jhz
-DOCSTART-
264	Klein	http://en.wikipedia.org/wiki/Glenda_Klein	4243480	m.0br_v2
265	Portland	http://en.wikipedia.org/wiki/Portland,_Maine	44591	m.0c4kv
-DOCSTART-
266	GOP	http://en.wikipedia.org/wiki/Republican_Party_(United_States)	32070	m.07wbk
267	Mitt Romney	http://en.wikipedia.org/wiki/Mitt_Romney	426208	m.0271_s
-DOCSTART-
268	Husted	http://en.wikipedia.org/wiki/Jon_A._Husted	15724141	m.03nr8j6
269	Cincinnati	http://en.wikipedia.org/wiki/Eric_Kearney	9221557	m.0280qyp
-DOCSTART-
270	Alabama	http://en.wikipedia.org/wiki/University_of_Alabama	327950	m.01wdl3
271	Bobby Wyatt	http://en.wikipedia.org/wiki/Bobby_Wyatt	51910825	nil
-DOCSTART-
272	Halekulani PR	http://en.wikipedia.org/wiki/Halekulani_PR	47160473	nil
273	Diane Ako	http://en.wikipedia.org/wiki/Diane_Ako	54865333	nil
-DOCSTART-
274	Mariners	http://en.wikipedia.org/wiki/Seattle_Mariners	27660	m.06wpc
275	Eric Wedge	http://en.wikipedia.org/wiki/Eric_Wedge	1942356	m.067thh
-DOCSTART-
276	Dan Walsch	nil	nil	nil
277	George Mason University	http://en.wikipedia.org/wiki/George_Mason_University	12566	m.039d4
-DOCSTART-
278	New York Medical College	http://en.wikipedia.org/wiki/New_York_Medical_College	745147	m.037sc0
279	Dr. Moran	http://en.wikipedia.org/wiki/Benjamin_J._Moran	31804297	m.0gtwz76
-DOCSTART-
280	Darryl Larson	http://en.wikipedia.org/wiki/Darryl_Larson	15038191	m.03qcgr2
281	Mr. Lai	http://en.wikipedia.org/wiki/Mr._Lai%27s_defense_team	68292	m.0hw2t
-DOCSTART-
282	England	http://en.wikipedia.org/wiki/England_cricket_team	759125	m.038zh6
283	Andrew Strauss	http://en.wikipedia.org/wiki/Andrew_Strauss	670087	m.031g75
-DOCSTART-
284	Moosehead Lake Region Chamber	http://en.wikipedia.org/wiki/Moosehead_Lake_Region_Chamber	714569	m.0354md
285	Bob Hamer	nil	nil	nil
-DOCSTART-
286	Danny Kanner	http://en.wikipedia.org/wiki/Danny_Kanner	32162913	m.0cnbrgy
287	Ryan	http://en.wikipedia.org/wiki/Paul_Ryan	409052	m.024v2j
-DOCSTART-
288	Liddell	http://en.wikipedia.org/wiki/Eric_Liddell	467009	m.02czkm
289	February	http://en.wikipedia.org/wiki/February	10845	m.02xx5
-DOCSTART-
290	Army	http://en.wikipedia.org/wiki/United_States_Army	32087	m.07wh1
291	Alexandru Ivan	http://en.wikipedia.org/wiki/Alexandru_Ivan	1047454	m.041cnc
-DOCSTART-
292	Kelley Blue Book	http://en.wikipedia.org/wiki/Kelley_Blue_Book	2187402	m.06tg39
293	Alec Gutierrez	nil	nil	nil
-DOCSTART-
294	IHS Cambridge Energy Research Associates	http://en.wikipedia.org/wiki/IHS_Cambridge_Energy_Research_Associates	2567281	m.07nhbl
295	Daniel Yergin	http://en.wikipedia.org/wiki/Daniel_Yergin	1230540	m.04kg6g
