-DOCSTART-
41	Bank	http://en.wikipedia.org/wiki/Banque_de_France	749262	m.0382ml
42	Bank of France	http://en.wikipedia.org/wiki/Banque_de_France	749262	m.0382ml
-DOCSTART-
43	Dillon, Read and Co Inc	http://en.wikipedia.org/wiki/Dillon,_Read_%26_Co.	1342904	m.04v7lw
44	Securities and Exchange Commission	http://en.wikipedia.org/wiki/U.S._Securities_and_Exchange_Commission	55097	m.0fbr4
45	Avnet Inc	http://en.wikipedia.org/wiki/Avnet	4560194	m.0c8xmc
46	Avnet	http://en.wikipedia.org/wiki/Avnet	4560194	m.0c8xmc
-DOCSTART-
47	Reagan	http://en.wikipedia.org/wiki/Ronald_Reagan	25433	m.06c0j
48	Carter	http://en.wikipedia.org/wiki/Jimmy_Carter	15992	m.042kg
49	Treasury	http://en.wikipedia.org/wiki/United_States_Department_of_the_Treasury	53667	m.0f1r9
50	United States	http://en.wikipedia.org/wiki/United_States	3434750	m.09c7w0
51	Carter	http://en.wikipedia.org/wiki/Jimmy_Carter	15992	m.042kg
52	Treasury	http://en.wikipedia.org/wiki/United_States_Department_of_the_Treasury	53667	m.0f1r9
53	Reagan	http://en.wikipedia.org/wiki/Ronald_Reagan	25433	m.06c0j
-DOCSTART-
54	Preston corp	nil	nil	nil
55	Reuter	http://en.wikipedia.org/wiki/Reuter	18998750	m.0ps53
-DOCSTART-
56	Pan Am	http://en.wikipedia.org/wiki/Pan_American_World_Airways	81024	m.0ky6d
57	Pan Am Corps Pan Am World Airways	http://en.wikipedia.org/wiki/Pan_American_World_Airways	81024	m.0ky6d
58	Pan AM	http://en.wikipedia.org/wiki/Pan_American_World_Airways	81024	m.0ky6d
-DOCSTART-
59	Saddam	http://en.wikipedia.org/wiki/Saddam_Hussein	29490	m.079dy
60	Mir-Hossein Mousavi	http://en.wikipedia.org/wiki/Mir-Hossein_Mousavi	844215	m.03gcjk
61	Iranian news agency IRNA	http://en.wikipedia.org/wiki/Islamic_Republic_News_Agency	841314	m.03g2w_
62	Basra	http://en.wikipedia.org/wiki/Basra	57580	m.0ft0s
63	Ahvaz	http://en.wikipedia.org/wiki/Ahvaz	599079	m.02v25m
64	Mousavi	http://en.wikipedia.org/wiki/Mir-Hossein_Mousavi	844215	m.03gcjk
65	Basra	http://en.wikipedia.org/wiki/Basra	57580	m.0ft0s
66	Iran	http://en.wikipedia.org/wiki/Iran	14653	m.03shp
67	Baghdad	http://en.wikipedia.org/wiki/Baghdad	4492	m.01fqm
68	Iran	http://en.wikipedia.org/wiki/Iran	14653	m.03shp
69	British Broadcasting Corporation	http://en.wikipedia.org/wiki/BBC	19344654	m.0ncl8zk
70	Tehran Radio	http://en.wikipedia.org/wiki/Tehran_Radio	47599627	nil
71	Iran	http://en.wikipedia.org/wiki/Iran	14653	m.03shp
72	Tehran radio	http://en.wikipedia.org/wiki/Tehran_Radio	47599627	nil
73	Mousavi	http://en.wikipedia.org/wiki/Mir-Hossein_Mousavi	844215	m.03gcjk
74	Iraq	http://en.wikipedia.org/wiki/Iraq	7515928	m.0d05q4
75	Tehran Radio	http://en.wikipedia.org/wiki/Tehran_Radio	47599627	nil
-DOCSTART-
76	Interstate Properties	http://en.wikipedia.org/wiki/Interstate_Properties	43950	m.0b_ql
77	Interstate	http://en.wikipedia.org/wiki/Interstate_Properties	43950	m.0b_ql
78	Alexanders Inc	http://en.wikipedia.org/wiki/Alexanders_Inc	1621731	m.05hcv1
79	Trump	http://en.wikipedia.org/wiki/Donald_Trump	4848272	m.0cqt90
80	Donald Trump	http://en.wikipedia.org/wiki/Donald_Trump	4848272	m.0cqt90
-DOCSTART-
81	Advanced Cardiovascular Systems Inc	http://en.wikipedia.org/wiki/Advanced_Cardiovascular_Systems_Inc	3922549	m.0b6yg5
82	Sci-Med	http://en.wikipedia.org/wiki/Sci-Med_Life_Systems_Inc	34475131	m.0h_dzw5
83	Bristol-Myers	http://en.wikipedia.org/wiki/Bristol-Myers_Squibb	496995	m.02hh10
84	Sci-Med Life Systems Inc	http://en.wikipedia.org/wiki/Sci-Med_Life_Systems_Inc	34475131	m.0h_dzw5
85	Bristol-Myers	http://en.wikipedia.org/wiki/Bristol-Myers_Squibb	496995	m.02hh10
86	Sci-Med	http://en.wikipedia.org/wiki/Sci-Med_Life_Systems_Inc	34475131	m.0h_dzw5
87	Bristol-Myers Co	http://en.wikipedia.org/wiki/Bristol-Myers_Squibb	496995	m.02hh10
-DOCSTART-
88	Fed	http://en.wikipedia.org/wiki/Federal_Reserve_System	10819	m.02xmb
89	U.S. Government	http://en.wikipedia.org/wiki/Federal_government_of_the_United_States	195149	m.01bqks
90	Federal Reserve	http://en.wikipedia.org/wiki/Federal_Reserve_System	10819	m.02xmb
91	Fed	http://en.wikipedia.org/wiki/Federal_Reserve_System	10819	m.02xmb
92	Fed	http://en.wikipedia.org/wiki/Federal_Reserve_System	10819	m.02xmb
93	Fed	http://en.wikipedia.org/wiki/Federal_Reserve_System	10819	m.02xmb
94	Reuter	http://en.wikipedia.org/wiki/Reuter	18998750	m.0ps53
-DOCSTART-
95	Shopsmith Inc	http://en.wikipedia.org/wiki/Shopsmith_Inc	44121252	nil
96	John R. Folkerth	nil	nil	nil
97	Joseph DiGaicomo Jr.	nil	nil	nil
-DOCSTART-
98	Merck	http://en.wikipedia.org/wiki/Merck_%26_Co.	30874304	m.04f0xq
99	Merck and Co Inc 	http://en.wikipedia.org/wiki/Merck_%26_Co.	30874304	m.04f0xq
-DOCSTART-
100	IBM	http://en.wikipedia.org/wiki/IBM	40379651	m.03sc8
101	International Business Machines Corp	http://en.wikipedia.org/wiki/IBM	40379651	m.03sc8
102	CMS Enhancements Inc	nil	nil	nil
103	IBM	http://en.wikipedia.org/wiki/IBM	40379651	m.03sc8
104	CMS	nil	nil	nil
-DOCSTART-
105	Republic Airlines	http://en.wikipedia.org/wiki/Republic_Airlines	927782	m.03qrgm
106	Northwest Airlines	http://en.wikipedia.org/wiki/Northwest_Airlines	146068	m.012lxn
107	Brotherhood of Railway and Airline Clerks	http://en.wikipedia.org/wiki/Transportation_Communications_International_Union	1557282	m.05b50x
108	Republic	http://en.wikipedia.org/wiki/Republic_Airlines	927782	m.03qrgm
-DOCSTART-
109	Madeira Inc	http://en.wikipedia.org/wiki/Madeira_Inc	45107	m.0c8mb
110	Madeira	http://en.wikipedia.org/wiki/Madeira_Inc	45107	m.0c8mb
111	Tradevest Inc	nil	nil	nil
-DOCSTART-
112	Reuter	http://en.wikipedia.org/wiki/Reuter	18998750	m.0ps53
113	Western Digital Corp	http://en.wikipedia.org/wiki/Western_Digital	222333	m.01gfyl
-DOCSTART-
114	CME	http://en.wikipedia.org/wiki/CME_Group	7492859	m.03m3r_f
115	Paul OKelly	nil	nil	nil
116	Leo Melamed	http://en.wikipedia.org/wiki/Leo_Melamed	650885	m.02_mmq
117	John Sandner	http://en.wikipedia.org/wiki/John_F._Sandner	9404914	m.0287h6r
118	CME	http://en.wikipedia.org/wiki/CME_Group	7492859	m.03m3r_f
119	Securities and Exchange Commission	http://en.wikipedia.org/wiki/U.S._Securities_and_Exchange_Commission	55097	m.0fbr4
120	CME	http://en.wikipedia.org/wiki/CME_Group	7492859	m.03m3r_f
121	CME	http://en.wikipedia.org/wiki/CME_Group	7492859	m.03m3r_f
122	Chicago Mercantile Exchange	http://en.wikipedia.org/wiki/CME_Group	7492859	m.03m3r_f
123	Melamed	http://en.wikipedia.org/wiki/Leo_Melamed	650885	m.02_mmq
124	CME	http://en.wikipedia.org/wiki/CME_Group	7492859	m.03m3r_f
-DOCSTART-
125	Drexel Burnham Lambert Inc	http://en.wikipedia.org/wiki/Drexel_Burnham_Lambert	1517879	m.057fhx
126	Helen of Troy Corp	http://en.wikipedia.org/wiki/Helen_of_Troy_Limited	3439043	m.09cfs0
127	Helen of Troy	http://en.wikipedia.org/wiki/Helen_of_Troy_Limited	3439043	m.09cfs0
128	Securities and Exchange Commission	http://en.wikipedia.org/wiki/U.S._Securities_and_Exchange_Commission	55097	m.0fbr4
-DOCSTART-
129	Sun Refining and Marketing Co	http://en.wikipedia.org/wiki/Sun_Refining_and_Marketing_Co	28931	m.0758s
130	Sun Co's	http://en.wikipedia.org/wiki/Sun_Co	26751	m.06m_p
-DOCSTART-
131	Ozaki Trading Co Ltd	http://en.wikipedia.org/wiki/Ozaki_Trading_Co_Ltd	1342788	m.04v78b
132	Japan	http://en.wikipedia.org/wiki/Japan	15573	m.03_3d
133	Federal Paperboard Co Inc	nil	nil	nil
134	Ozaki	http://en.wikipedia.org/wiki/Ozaki_Trading_Co_Ltd	1342788	m.04v78b
135	Federal Paperboards	nil	nil	nil
136	Japan	http://en.wikipedia.org/wiki/Japan	15573	m.03_3d
137	Japan	http://en.wikipedia.org/wiki/Japan	15573	m.03_3d
138	Osaka	http://en.wikipedia.org/wiki/Osaka	52230	m.0dqyw
139	Federal	nil	nil	nil
-DOCSTART-
140	Investment Technologies	http://en.wikipedia.org/wiki/Investment_Technology_Group	18862599	m.03p2g83
141	Investment Technologies Inc	http://en.wikipedia.org/wiki/Investment_Technology_Group	18862599	m.03p2g83
142	Investment Technologies	http://en.wikipedia.org/wiki/Investment_Technology_Group	18862599	m.03p2g83
143	Spear Securities	http://en.wikipedia.org/wiki/Spear_Securities_Inc	335244	m.01xdn1
144	Spear Securities Inc	http://en.wikipedia.org/wiki/Spear_Securities_Inc	335244	m.01xdn1
-DOCSTART-
145	Economics Ministry	http://en.wikipedia.org/wiki/Federal_Ministry_of_Economics_and_Technology_(Germany)	12512020	m.02w9rs_
146	West Germany	http://en.wikipedia.org/wiki/West_Germany	33166	m.082fr
147	The ministry	http://en.wikipedia.org/wiki/Federal_Ministry_of_Economics_and_Technology_(Germany)	12512020	m.02w9rs_
148	West Germanys	http://en.wikipedia.org/wiki/West_Germany	33166	m.082fr
-DOCSTART-
149	Social Affairs Ministry	http://en.wikipedia.org/wiki/Ministry_of_Social_Affairs_and_Employment_(Netherlands)	9480279	m.028bjxx
-DOCSTART-
150	Senate Budget Committee	http://en.wikipedia.org/wiki/United_States_Senate_Committee_on_the_Budget	1052482	m.041t_8
151	Chiles	http://en.wikipedia.org/wiki/Lawton_Chiles	426046	m.027165
152	Lawton Chiles	http://en.wikipedia.org/wiki/Lawton_Chiles	426046	m.027165
-DOCSTART-
153	Raytheon	http://en.wikipedia.org/wiki/Raytheon	248454	m.01ky8y
-DOCSTART-
154	NV Philips Gloielampenfabrieken	http://en.wikipedia.org/wiki/Philips	23550	m.05w3y
155	Cor van der Klugt	nil	nil	nil
-DOCSTART-
156	N.C.	http://en.wikipedia.org/wiki/North_carolina	21650	m.05fkf
157	North Carolina	http://en.wikipedia.org/wiki/North_Carolina	21650	m.05fkf
158	Federal Trade Commission	http://en.wikipedia.org/wiki/Federal_Trade_Commission	182215	m.018wzs
159	Celanese Corp	http://en.wikipedia.org/wiki/Celanese	229942	m.01hg4y
160	Hoechst	http://en.wikipedia.org/wiki/Hoechst_AG	229937	m.01hg36
161	South Carolina	http://en.wikipedia.org/wiki/South_carolina	27956	m.06yxd
162	American Hoechst Corp	http://en.wikipedia.org/wiki/Hoechst_AG	229937	m.01hg36
163	Hoechst Celanese	http://en.wikipedia.org/wiki/Celanese	229942	m.01hg4y
164	Hoechst Celanese Corp	http://en.wikipedia.org/wiki/Celanese	229942	m.01hg4y
165	Fayetteville	http://en.wikipedia.org/wiki/Fayetteville,_North_Carolina	127846	m.0yfvf
166	Celanese	http://en.wikipedia.org/wiki/Celanese	229942	m.01hg4y
167	Hoechst Celanese	http://en.wikipedia.org/wiki/Celanese	229942	m.01hg4y
168	S.C.	http://en.wikipedia.org/wiki/South_carolina	27956	m.06yxd
169	South Carolina	http://en.wikipedia.org/wiki/South_carolina	27956	m.06yxd
170	Darlington County	http://en.wikipedia.org/wiki/Darlington_County,_South_Carolina	91894	m.0mv_b
-DOCSTART-
171	Securities and Exchange Commission	http://en.wikipedia.org/wiki/U.S._Securities_and_Exchange_Commission	55097	m.0fbr4
172	AVX Corp	http://en.wikipedia.org/wiki/AVX_Corporation	25376687	m.03p1kqb
173	Shearson Lehman Brothers Inc	http://en.wikipedia.org/wiki/Lehman_Brothers	885075	m.0jt5_vh
-DOCSTART-
174	Georgia Power	http://en.wikipedia.org/wiki/Georgia_Power	6789093	m.03p3nzn
175	Georgia Power	http://en.wikipedia.org/wiki/Georgia_Power	6789093	m.03p3nzn
176	Georgia power	http://en.wikipedia.org/wiki/Georgia_Power	6789093	m.03p3nzn
177	Plant Vogtle	http://en.wikipedia.org/wiki/Vogtle_Electric_Generating_Plant	1801099	m.05y2g2
178	Georgia Power Co	http://en.wikipedia.org/wiki/Georgia_Power	6789093	m.03p3nzn
179	Scherer	http://en.wikipedia.org/wiki/Robert_W_Scherer	6870475	m.0gtjnk
180	Scherer	http://en.wikipedia.org/wiki/Robert_W_Scherer	6870475	m.0gtjnk
181	Georgia	http://en.wikipedia.org/wiki/Georgia_Power	6789093	m.03p3nzn
182	Southern Co	http://en.wikipedia.org/wiki/Southern_Company	198072	m.01c48j
183	Robert W. Scherer	http://en.wikipedia.org/wiki/Robert_W_Scherer	6870475	m.0gtjnk
184	OBrien-Kreitzberg	nil	nil	nil
185	Georgia Public Service Commission	http://en.wikipedia.org/wiki/Georgia_Public_Service_Commission	26160208	m.0b6k21b
186	Georgia	http://en.wikipedia.org/wiki/Georgia_Power	6789093	m.03p3nzn
187	Scherer	http://en.wikipedia.org/wiki/Robert_W_Scherer	6870475	m.0gtjnk
188	Georgia Power	http://en.wikipedia.org/wiki/Georgia_Power	6789093	m.03p3nzn
189	Plant Vogtle nuclear power station	http://en.wikipedia.org/wiki/Vogtle_Electric_Generating_Plant	1801099	m.05y2g2
-DOCSTART-
190	Manila	http://en.wikipedia.org/wiki/Manila	184334	m.0195pd
191	Atlas Consolidated Mining and Development Corp	http://en.wikipedia.org/wiki/Atlas_Consolidated_Mining_and_Development_Corp	15098362	m.03hhb74
-DOCSTART-
192	Hambros Bank Ltd	http://en.wikipedia.org/wiki/Hambros_Bank	1910109	m.065hlk
193	London	http://en.wikipedia.org/wiki/London	17867	m.04jpl
194	Toronto Dominion Bank	http://en.wikipedia.org/wiki/Toronto-Dominion_Bank	323232	m.01vsxp
-DOCSTART-
195	General Electric Co Plc	http://en.wikipedia.org/wiki/General_Electric_Company_plc	81066	m.0ky95
196	Picker International Inc	http://en.wikipedia.org/wiki/Picker_International_Inc	36526518	m.0kfx1x6
197	U.S.	http://en.wikipedia.org/wiki/United_States	3434750	m.09c7w0
198	U.S.	http://en.wikipedia.org/wiki/United_States	3434750	m.09c7w0
199	GEC	http://en.wikipedia.org/wiki/General_Electric_Company_plc	81066	m.0ky95
200	Reuter	http://en.wikipedia.org/wiki/Reuter	18998750	m.0ps53
201	London	http://en.wikipedia.org/wiki/London	17867	m.04jpl
202	GECGEC's	http://en.wikipedia.org/wiki/General_Electric_Company_plc	81066	m.0ky95
203	GEC	http://en.wikipedia.org/wiki/General_Electric_Company_plc	81066	m.0ky95
204	GECL.L	http://en.wikipedia.org/wiki/General_Electric_Company_plc	81066	m.0ky95
-DOCSTART-
205	Burlington	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
206	Fruehauf Corp	http://en.wikipedia.org/wiki/Fruehauf_Corporation	23984678	m.076zyhr
207	Dominion	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
208	Burlington	http://en.wikipedia.org/wiki/Dominion_Textiles	2256263	m.06zpp1
209	Dominion	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
210	Burlington Industries Inc	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
211	J.P. Stevens and Co Inc 	http://en.wikipedia.org/wiki/WestPoint_Home	6274446	m.0f_26n
212	Dominion	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
213	Burlington	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
214	Edward Johnson	nil	nil	nil
215	C.H. Masland	nil	nil	nil
216	Burlington	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
217	Edelman	http://en.wikipedia.org/wiki/Asher_Edelman	11495120	m.02rftty
218	Avondale Mills	http://en.wikipedia.org/wiki/Avondale_Mills	48397698	nil
219	Dominion Textiles Inc	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
220	Edelman	http://en.wikipedia.org/wiki/Asher_Edelman	11495120	m.02rftty
221	Asher Edelman	http://en.wikipedia.org/wiki/Asher_Edelman	11495120	m.02rftty
222	Ponderosa Inc	http://en.wikipedia.org/wiki/Ponderosa_Inc	7596506	m.026684z
223	Burlington	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
224	Burlington	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
225	Eileen Gormley	http://en.wikipedia.org/wiki/Eileen_Gormley	35247314	m.0j7kxm5
226	Gormley	http://en.wikipedia.org/wiki/Eileen_Gormley	35247314	m.0j7kxm5
227	West Point-Pepperell Inc	http://en.wikipedia.org/wiki/West_Point-Pepperell_Inc	6274446	m.0f_26n
228	Burlington	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
229	Cannon	http://en.wikipedia.org/wiki/Cannon_Mills	5696022	m.0d_m45
230	Dominion	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
231	Burlington	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
232	Burlington	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
233	Edelman	http://en.wikipedia.org/wiki/Asher_Edelman	11495120	m.02rftty
234	Lucky Stores Inc	http://en.wikipedia.org/wiki/Lucky_Stores	3405312	m.099slv
235	Fieldcrest Cannon Inc	http://en.wikipedia.org/wiki/Cannon_Mills	5696022	m.0d_m45
236	Burlington	http://en.wikipedia.org/wiki/Burlington_Industries	6308151	m.0g0cx8
237	Gormley	http://en.wikipedia.org/wiki/Eileen_Gormley	35247314	m.0j7kxm5
238	Dominion	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
239	Dominion	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
240	Edelman	http://en.wikipedia.org/wiki/Asher_Edelman	11495120	m.02rftty
241	Johnson Redbook	nil	nil	nil
242	Thomson McKinnon	nil	nil	nil
243	J.P. Stevens	http://en.wikipedia.org/wiki/WestPoint_Home	6274446	m.0f_26n
244	Edelman	http://en.wikipedia.org/wiki/Asher_Edelman	11495120	m.02rftty
245	Fieldcrest	http://en.wikipedia.org/wiki/Cannon_Mills	5696022	m.0d_m45
246	Dominion	http://en.wikipedia.org/wiki/Dominion_Textile	2256263	m.06zpp1
247	Gormley	http://en.wikipedia.org/wiki/Eileen_Gormley	35247314	m.0j7kxm5
-DOCSTART-
248	Supreme Court	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	31737	m.07sz1
249	Texaco Inc	http://en.wikipedia.org/wiki/Chevron_Corporation	284749	m.01pvx3
250	Pennzoil	http://en.wikipedia.org/wiki/Pennzoil	3038438	m.08mdvn
251	William Randol	nil	nil	nil
252	Texacos	http://en.wikipedia.org/wiki/Chevron_Corporation	284749	m.01pvx3
253	Pennzoil Co	http://en.wikipedia.org/wiki/Pennzoil	3038438	m.08mdvn
254	First Boston Corp	http://en.wikipedia.org/wiki/First_Boston	2959176	m.025sjkt
255	Pennzoil	http://en.wikipedia.org/wiki/Getty_Oil	936145	m.03rjd9
256	Randol	nil	nil	nil
257	Getty Oil Co	http://en.wikipedia.org/wiki/Getty_Oil	936145	m.03rjd9
258	Getty	http://en.wikipedia.org/wiki/Getty_Oil	936145	m.03rjd9
-DOCSTART-
259	Mosaic Systems Inc	http://en.wikipedia.org/wiki/Mosaic_Systems_Inc	38045717	m.0pcffcc
260	Data I/O Corp	http://en.wikipedia.org/wiki/O	22314	m.05l7y
-DOCSTART-
261	Photographic Sciences Corp	http://en.wikipedia.org/wiki/PSC_Inc.	2396907	m.0795_j
-DOCSTART-
262	Home Intensive Care Inc	http://en.wikipedia.org/wiki/Home_Intensive_Care_Inc	4691655	m.0chkwz
263	Philadelphia	http://en.wikipedia.org/wiki/Philadelphia	50585	m.0dclg
-DOCSTART-
264	Honduras	http://en.wikipedia.org/wiki/Honduras	13394	m.03h2c
265	Honduras	http://en.wikipedia.org/wiki/Honduras	13394	m.03h2c
-DOCSTART-
266	IMF	http://en.wikipedia.org/wiki/International_Monetary_Fund	15251	m.03y48
267	International Monetary Fund	http://en.wikipedia.org/wiki/International_Monetary_Fund	15251	m.03y48
268	Zambian government	http://en.wikipedia.org/wiki/Zambia	34415	m.088vb
269	Kenneth Kaunda	http://en.wikipedia.org/wiki/Kenneth_Kaunda	17355	m.04f60
270	IMF	http://en.wikipedia.org/wiki/International_Monetary_Fund	15251	m.03y48
271	IMF	http://en.wikipedia.org/wiki/International_Monetary_Fund	15251	m.03y48
-DOCSTART-
272	Prudential Bache Securities Inc	http://en.wikipedia.org/wiki/Prudential_Securities	24352566	m.0c3_708
273	Toronto Dominion Bank	http://en.wikipedia.org/wiki/Toronto-Dominion_Bank	323232	m.01vsxp
274	Bache Securities	http://en.wikipedia.org/wiki/Prudential_Securities	24352566	m.0c3_708
275	Toronto Stock Exchange	http://en.wikipedia.org/wiki/Toronto_Stock_Exchange	205584	m.01d4qg
276	Toronto Stock Exchange	http://en.wikipedia.org/wiki/Toronto_Stock_Exchange	205584	m.01d4qg
277	Bache Securities Inc	http://en.wikipedia.org/wiki/Prudential_Securities	24352566	m.0c3_708
-DOCSTART-
278	Key Tronic corp	http://en.wikipedia.org/wiki/Key_Tronic	2215829	m.06wlxb
-DOCSTART-
279	Advanced	http://en.wikipedia.org/wiki/Advanced_Voice_Technologies	486547	m.02g9ds
280	Advanced	http://en.wikipedia.org/wiki/Advanced_Voice_Technologies	486547	m.02g9ds
281	Advanced	http://en.wikipedia.org/wiki/Advanced_Voice_Technologies	486547	m.02g9ds
282	Advanced Voice Technologies	http://en.wikipedia.org/wiki/Advanced_Voice_Technologies	486547	m.02g9ds
283	Reynolds	http://en.wikipedia.org/wiki/The_Reynolds_and_Reynolds_Company	6212351	m.0fx1q2
284	Advanced	http://en.wikipedia.org/wiki/Advanced_Voice_Technologies	486547	m.02g9ds
285	Reynolds	http://en.wikipedia.org/wiki/The_Reynolds_and_Reynolds_Company	6212351	m.0fx1q2
286	U.S. District Court	http://en.wikipedia.org/wiki/U.S._District_Court	70235	m.0j75z
287	Reynolds and Reynolds	http://en.wikipedia.org/wiki/The_Reynolds_and_Reynolds_Company	6212351	m.0fx1q2
288	Reynolds	http://en.wikipedia.org/wiki/The_Reynolds_and_Reynolds_Company	6212351	m.0fx1q2
289	Reynolds	http://en.wikipedia.org/wiki/The_Reynolds_and_Reynolds_Company	6212351	m.0fx1q2
290	Detroit	http://en.wikipedia.org/wiki/Detroit	8687	m.02dtg
-DOCSTART-
291	Pancontinental Oil Ltd	http://en.wikipedia.org/wiki/Pancontinental_Oil_Ltd	1107837	m.046n68
292	Pemberton Houston Willoughby Bell Gouinlock Inc	nil	nil	nil
-DOCSTART-
293	NYSE	http://en.wikipedia.org/wiki/New_York_Stock_Exchange	21560	m.05drh
294	NV Philips Gloeilampenfabrieken	http://en.wikipedia.org/wiki/Philips	23550	m.05w3y
295	U.S.	http://en.wikipedia.org/wiki/United_States	3434750	m.09c7w0
296	Philips	http://en.wikipedia.org/wiki/Philips	23550	m.05w3y
297	New York Stock Exchange	http://en.wikipedia.org/wiki/New_York_Stock_Exchange	21560	m.05drh
298	Cor van der Klugt	nil	nil	nil
299	NASDAQ	http://en.wikipedia.org/wiki/NASDAQ	21559	m.05dq_
